,Pais,Codigo,Periodo,Value,Indicador
2728,Indonesia,IDN,2002,0.017265698,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2729,Indonesia,IDN,2003,0.031598445,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2730,Indonesia,IDN,2004,10.16839557,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2731,Indonesia,IDN,2005,0.081073277,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2732,Indonesia,IDN,2006,0.48680131,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2733,Indonesia,IDN,2007,0.045779266,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2734,Indonesia,IDN,2008,0.008677967,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2735,Indonesia,IDN,2009,0.097575406,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2736,Indonesia,IDN,2010,0.08401692,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2737,Indonesia,IDN,2011,0.0083297,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2738,Indonesia,IDN,2012,0.005839487,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2739,Indonesia,IDN,2013,0.011002709,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2740,Indonesia,IDN,2014,0.015317722,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2741,Indonesia,IDN,2015,0.003367877,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2742,Indonesia,IDN,2016,0.011773498,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2743,Indonesia,IDN,2017,0.006395959,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2744,Iran,IRN,1990,12.52354725,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2745,Iran,IRN,1991,0.139835562,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2746,Iran,IRN,1992,0.025227448,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2747,Iran,IRN,1993,0.30188092,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2748,Iran,IRN,1994,0.020040816,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2749,Iran,IRN,1995,0.01023489,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2750,Iran,IRN,1996,0.022014621,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2751,Iran,IRN,1997,1.039282745,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2752,Iran,IRN,1998,0.078771565,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2753,Iran,IRN,1999,0.037504247,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2754,Iran,IRN,2000,0.005058722,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2755,Iran,IRN,2001,0.240302039,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2756,Iran,IRN,2002,0.100255406,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2757,Iran,IRN,2003,8.270357807,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2758,Iran,IRN,2004,0.230798486,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2759,Iran,IRN,2005,0.235636536,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2760,Iran,IRN,2006,0.024934878,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2761,Iran,IRN,2007,0.007305401,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2762,Iran,IRN,2008,0.017227678,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2763,Iran,IRN,2009,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2764,Iran,IRN,2010,0.005654345,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2765,Iran,IRN,2011,0.000556299,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2766,Iran,IRN,2012,0.088999311,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2767,Iran,IRN,2013,0.018678114,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2768,Iran,IRN,2014,0.004805887,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2769,Iran,IRN,2015,0.016637203,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2770,Iran,IRN,2016,0.00105852,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2771,Iran,IRN,2017,0.222346498,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2772,Iraq,IRQ,1990,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2773,Iraq,IRQ,1991,0.014211833,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2774,Iraq,IRQ,1992,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2775,Iraq,IRQ,1993,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2776,Iraq,IRQ,1994,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2777,Iraq,IRQ,1995,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2778,Iraq,IRQ,1996,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2779,Iraq,IRQ,1997,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2780,Iraq,IRQ,1998,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2781,Iraq,IRQ,1999,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2782,Iraq,IRQ,2000,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2783,Iraq,IRQ,2001,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2784,Iraq,IRQ,2002,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2785,Iraq,IRQ,2003,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2786,Iraq,IRQ,2004,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2787,Iraq,IRQ,2005,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2788,Iraq,IRQ,2006,0.012385912,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2789,Iraq,IRQ,2007,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2790,Iraq,IRQ,2008,0.00356095,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2791,Iraq,IRQ,2009,0.001482977,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2792,Iraq,IRQ,2010,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2793,Iraq,IRQ,2011,0.00460586,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2794,Iraq,IRQ,2012,0.003860863,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2795,Iraq,IRQ,2013,0.008632464,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2796,Iraq,IRQ,2014,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2797,Iraq,IRQ,2015,0.040555692,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2798,Iraq,IRQ,2016,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2799,Iraq,IRQ,2017,0.006579255,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2800,Ireland,IRL,1990,0.00638854,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2801,Ireland,IRL,1991,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2802,Ireland,IRL,1992,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2803,Ireland,IRL,1993,0.009513882,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2804,Ireland,IRL,1994,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2805,Ireland,IRL,1995,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2806,Ireland,IRL,1996,0.006358223,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2807,Ireland,IRL,1997,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2808,Ireland,IRL,1998,0.003177761,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2809,Ireland,IRL,1999,0.006298864,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2810,Ireland,IRL,2000,0.003182867,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2811,Ireland,IRL,2001,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2812,Ireland,IRL,2002,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2813,Ireland,IRL,2003,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2814,Ireland,IRL,2004,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2815,Ireland,IRL,2005,0.007065478,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2816,Ireland,IRL,2006,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2817,Ireland,IRL,2007,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2818,Ireland,IRL,2008,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2819,Ireland,IRL,2009,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2820,Ireland,IRL,2010,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2821,Ireland,IRL,2011,0.007045227,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2822,Ireland,IRL,2012,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2823,Ireland,IRL,2013,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2824,Ireland,IRL,2014,0.003413325,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2825,Ireland,IRL,2015,0.00336018,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2826,Ireland,IRL,2016,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2827,Ireland,IRL,2017,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2828,Israel,ISR,1990,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2829,Israel,ISR,1991,0.016039331,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2830,Israel,ISR,1992,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2831,Israel,ISR,1993,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2832,Israel,ISR,1994,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2833,Israel,ISR,1995,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2834,Israel,ISR,1996,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2835,Israel,ISR,1997,0.04725313,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2836,Israel,ISR,1998,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2837,Israel,ISR,1999,0.005380847,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2838,Israel,ISR,2000,0.007937049,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2839,Israel,ISR,2001,0.005272456,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2840,Israel,ISR,2002,0.005100105,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2841,Israel,ISR,2003,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2842,Israel,ISR,2004,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2843,Israel,ISR,2005,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2844,Israel,ISR,2006,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2845,Israel,ISR,2007,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2846,Israel,ISR,2008,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2847,Israel,ISR,2009,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2848,Israel,ISR,2010,0.005026749,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2849,Israel,ISR,2011,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2850,Israel,ISR,2012,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2851,Israel,ISR,2013,0.009475542,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2852,Israel,ISR,2014,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2853,Israel,ISR,2015,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2854,Israel,ISR,2016,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2855,Israel,ISR,2017,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2856,Italy,ITA,1990,0.006281917,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2857,Italy,ITA,1991,0.005958226,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2858,Italy,ITA,1992,0.001636552,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2859,Italy,ITA,1993,0.00109092,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2860,Italy,ITA,1994,0.018185043,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2861,Italy,ITA,1995,0.000537375,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2862,Italy,ITA,1996,0.004999856,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2863,Italy,ITA,1997,0.002677716,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2864,Italy,ITA,1998,0.02309075,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2865,Italy,ITA,1999,0.003192218,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2866,Italy,ITA,2000,0.012122993,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2867,Italy,ITA,2001,0.001781671,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2868,Italy,ITA,2002,0.004602132,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2869,Italy,ITA,2003,0.005890457,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2870,Italy,ITA,2004,0.003957934,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2871,Italy,ITA,2005,0.002137029,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2872,Italy,ITA,2006,0.003365441,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2873,Italy,ITA,2007,0.001746566,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2874,Italy,ITA,2008,0.003094967,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2875,Italy,ITA,2009,0.064301197,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2876,Italy,ITA,2010,0.006830549,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2877,Italy,ITA,2011,0.004497517,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2878,Italy,ITA,2012,0.007396952,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2879,Italy,ITA,2013,0.006448734,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2880,Italy,ITA,2014,0.005125859,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2881,Italy,ITA,2015,0.00587856,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2882,Italy,ITA,2016,0.048185615,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2883,Italy,ITA,2017,0.006754091,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2884,Jamaica,JAM,1990,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2885,Jamaica,JAM,1991,0.113378237,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2886,Jamaica,JAM,1992,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2887,Jamaica,JAM,1993,0.062840335,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2888,Jamaica,JAM,1994,0.027009358,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2889,Jamaica,JAM,1995,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2890,Jamaica,JAM,1996,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2891,Jamaica,JAM,1997,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2892,Jamaica,JAM,1998,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2893,Jamaica,JAM,1999,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2894,Jamaica,JAM,2000,0.005985495,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2895,Jamaica,JAM,2001,0.005967143,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2896,Jamaica,JAM,2002,0.080634534,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2897,Jamaica,JAM,2003,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2898,Jamaica,JAM,2004,0.006609266,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2899,Jamaica,JAM,2005,0.027505902,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2900,Jamaica,JAM,2006,0.006822549,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2901,Jamaica,JAM,2007,0.031543474,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2902,Jamaica,JAM,2008,0.076151921,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2903,Jamaica,JAM,2009,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2904,Jamaica,JAM,2010,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2905,Jamaica,JAM,2011,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2906,Jamaica,JAM,2012,0.00552041,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2907,Jamaica,JAM,2013,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2908,Jamaica,JAM,2014,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2909,Jamaica,JAM,2015,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2910,Jamaica,JAM,2016,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2911,Jamaica,JAM,2017,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2912,Japan,JPN,1990,0.017876637,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2913,Japan,JPN,1991,0.020913969,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2914,Japan,JPN,1992,0.00458472,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2915,Japan,JPN,1993,0.054612376,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2916,Japan,JPN,1994,0.002495319,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2917,Japan,JPN,1995,0.600616892,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2918,Japan,JPN,1996,0.007485048,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2919,Japan,JPN,1997,0.006491935,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2920,Japan,JPN,1998,0.009507748,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
